lang	status	key	issues	english_value	current_value
sa	NG	game.- '&7अन्य कूपिकाः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{otherChests}']		&f{otherChests}'
zh_tw	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7अन्य कूपिकाः	NG_MISSING_KEY		
ja	NG	game.- '&7कठिनता	NG_MISSING_KEY		
en	NG	game.- '&7कठिनता	NG_MISSING_KEY		
de	NG	game.- '&7कठिनता	NG_MISSING_KEY		
it	NG	game.- '&7कठिनता	NG_MISSING_KEY		
sv	NG	game.- '&7कठिनता	NG_MISSING_KEY		
es	NG	game.- '&7कठिनता	NG_MISSING_KEY		
fi	NG	game.- '&7कठिनता	NG_MISSING_KEY		
fr	NG	game.- '&7कठिनता	NG_MISSING_KEY		
hi	NG	game.- '&7कठिनता	NG_MISSING_KEY		
is	NG	game.- '&7कठिनता	NG_MISSING_KEY		
ko	NG	game.- '&7कठिनता	NG_MISSING_KEY		
la	NG	game.- '&7कठिनता	NG_MISSING_KEY		
lzh	NG	game.- '&7कठिनता	NG_MISSING_KEY		
nl	NG	game.- '&7कठिनता	NG_MISSING_KEY		
ojp	NG	game.- '&7कठिनता	NG_MISSING_KEY		
pt	NG	game.- '&7कठिनता	NG_MISSING_KEY		
ru	NG	game.- '&7कठिनता	NG_MISSING_KEY		
sa	NG	game.- '&7कठिनता	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
zh_tw	NG	game.- '&7कठिनता	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7कठिनता	NG_MISSING_KEY		
ja	NG	game.- '&7कालः	NG_MISSING_KEY		
en	NG	game.- '&7कालः	NG_MISSING_KEY		
de	NG	game.- '&7कालः	NG_MISSING_KEY		
it	NG	game.- '&7कालः	NG_MISSING_KEY		
sv	NG	game.- '&7कालः	NG_MISSING_KEY		
es	NG	game.- '&7कालः	NG_MISSING_KEY		
fi	NG	game.- '&7कालः	NG_MISSING_KEY		
fr	NG	game.- '&7कालः	NG_MISSING_KEY		
hi	NG	game.- '&7कालः	NG_MISSING_KEY		
is	NG	game.- '&7कालः	NG_MISSING_KEY		
ko	NG	game.- '&7कालः	NG_MISSING_KEY		
la	NG	game.- '&7कालः	NG_MISSING_KEY		
lzh	NG	game.- '&7कालः	NG_MISSING_KEY		
nl	NG	game.- '&7कालः	NG_MISSING_KEY		
ojp	NG	game.- '&7कालः	NG_MISSING_KEY		
pt	NG	game.- '&7कालः	NG_MISSING_KEY		
ru	NG	game.- '&7कालः	NG_MISSING_KEY		
sa	NG	game.- '&7कालः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}s'
zh_tw	NG	game.- '&7कालः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7कालः	NG_MISSING_KEY		
ja	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
en	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
de	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
it	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
sv	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
es	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
fi	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
fr	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
hi	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
is	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
ko	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
la	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
lzh	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
nl	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
ojp	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
pt	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
ru	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
sa	NG	game.- '&7कुल कूपिकाः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
zh_tw	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7कुल कूपिकाः	NG_MISSING_KEY		
ja	NG	game.- '&7गुणकः	NG_MISSING_KEY		
en	NG	game.- '&7गुणकः	NG_MISSING_KEY		
de	NG	game.- '&7गुणकः	NG_MISSING_KEY		
it	NG	game.- '&7गुणकः	NG_MISSING_KEY		
sv	NG	game.- '&7गुणकः	NG_MISSING_KEY		
es	NG	game.- '&7गुणकः	NG_MISSING_KEY		
fi	NG	game.- '&7गुणकः	NG_MISSING_KEY		
fr	NG	game.- '&7गुणकः	NG_MISSING_KEY		
hi	NG	game.- '&7गुणकः	NG_MISSING_KEY		
is	NG	game.- '&7गुणकः	NG_MISSING_KEY		
ko	NG	game.- '&7गुणकः	NG_MISSING_KEY		
la	NG	game.- '&7गुणकः	NG_MISSING_KEY		
lzh	NG	game.- '&7गुणकः	NG_MISSING_KEY		
nl	NG	game.- '&7गुणकः	NG_MISSING_KEY		
ojp	NG	game.- '&7गुणकः	NG_MISSING_KEY		
pt	NG	game.- '&7गुणकः	NG_MISSING_KEY		
ru	NG	game.- '&7गुणकः	NG_MISSING_KEY		
sa	NG	game.- '&7गुणकः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
zh_tw	NG	game.- '&7गुणकः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7गुणकः	NG_MISSING_KEY		
ja	NG	game.- '&7दण्डः	NG_MISSING_KEY		
en	NG	game.- '&7दण्डः	NG_MISSING_KEY		
de	NG	game.- '&7दण्डः	NG_MISSING_KEY		
it	NG	game.- '&7दण्डः	NG_MISSING_KEY		
sv	NG	game.- '&7दण्डः	NG_MISSING_KEY		
es	NG	game.- '&7दण्डः	NG_MISSING_KEY		
fi	NG	game.- '&7दण्डः	NG_MISSING_KEY		
fr	NG	game.- '&7दण्डः	NG_MISSING_KEY		
hi	NG	game.- '&7दण्डः	NG_MISSING_KEY		
is	NG	game.- '&7दण्डः	NG_MISSING_KEY		
ko	NG	game.- '&7दण्डः	NG_MISSING_KEY		
la	NG	game.- '&7दण्डः	NG_MISSING_KEY		
lzh	NG	game.- '&7दण्डः	NG_MISSING_KEY		
nl	NG	game.- '&7दण्डः	NG_MISSING_KEY		
ojp	NG	game.- '&7दण्डः	NG_MISSING_KEY		
pt	NG	game.- '&7दण्डः	NG_MISSING_KEY		
ru	NG	game.- '&7दण्डः	NG_MISSING_KEY		
sa	NG	game.- '&7दण्डः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{penalty}']		&f{penalty}'
zh_tw	NG	game.- '&7दण्डः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7दण्डः	NG_MISSING_KEY		
ja	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
en	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
de	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
it	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
sv	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
es	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
fi	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
fr	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
hi	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
is	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
ko	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
la	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
lzh	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
nl	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
ojp	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
pt	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
ru	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
sa	NG	game.- '&7रत्न-कूपिकाः	NG_PLACEHOLDER_MISMATCH en=[] lang=['{treasureChests}']		&f{treasureChests}'
zh_tw	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7रत्न-कूपिकाः	NG_MISSING_KEY		
ja	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
en	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
de	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
it	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
sv	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
es	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
fi	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
fr	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
hi	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
is	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
ko	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
la	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
lzh	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
nl	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
ojp	NG	game.- '&7その他宝の櫃	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{otherChests}']		&f{otherChests}'
pt	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
ru	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
sa	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
zh_tw	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7その他宝の櫃	NG_MISSING_KEY		
ja	NG	game.- '&7その他宝箱	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{otherChests}']		&f{otherChests}'
en	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
de	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
it	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
sv	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
es	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
fi	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
fr	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
hi	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
is	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
ko	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
la	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
lzh	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
nl	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
ojp	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
pt	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
ru	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
sa	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
zh_tw	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7その他宝箱	NG_MISSING_KEY		
ja	NG	game.- '&7ペナルティ	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{penalty}']		&f{penalty}'
en	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
de	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
it	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
sv	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
es	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
fi	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
fr	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
hi	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
is	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
ko	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
la	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
lzh	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
nl	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
ojp	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
pt	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
ru	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
sa	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
zh_tw	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7ペナルティ	NG_MISSING_KEY		
ja	NG	game.- '&7倍の利	NG_MISSING_KEY		
en	NG	game.- '&7倍の利	NG_MISSING_KEY		
de	NG	game.- '&7倍の利	NG_MISSING_KEY		
it	NG	game.- '&7倍の利	NG_MISSING_KEY		
sv	NG	game.- '&7倍の利	NG_MISSING_KEY		
es	NG	game.- '&7倍の利	NG_MISSING_KEY		
fi	NG	game.- '&7倍の利	NG_MISSING_KEY		
fr	NG	game.- '&7倍の利	NG_MISSING_KEY		
hi	NG	game.- '&7倍の利	NG_MISSING_KEY		
is	NG	game.- '&7倍の利	NG_MISSING_KEY		
ko	NG	game.- '&7倍の利	NG_MISSING_KEY		
la	NG	game.- '&7倍の利	NG_MISSING_KEY		
lzh	NG	game.- '&7倍の利	NG_MISSING_KEY		
nl	NG	game.- '&7倍の利	NG_MISSING_KEY		
ojp	NG	game.- '&7倍の利	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
pt	NG	game.- '&7倍の利	NG_MISSING_KEY		
ru	NG	game.- '&7倍の利	NG_MISSING_KEY		
sa	NG	game.- '&7倍の利	NG_MISSING_KEY		
zh_tw	NG	game.- '&7倍の利	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7倍の利	NG_MISSING_KEY		
ja	NG	game.- '&7倍率	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
en	NG	game.- '&7倍率	NG_MISSING_KEY		
de	NG	game.- '&7倍率	NG_MISSING_KEY		
it	NG	game.- '&7倍率	NG_MISSING_KEY		
sv	NG	game.- '&7倍率	NG_MISSING_KEY		
es	NG	game.- '&7倍率	NG_MISSING_KEY		
fi	NG	game.- '&7倍率	NG_MISSING_KEY		
fr	NG	game.- '&7倍率	NG_MISSING_KEY		
hi	NG	game.- '&7倍率	NG_MISSING_KEY		
is	NG	game.- '&7倍率	NG_MISSING_KEY		
ko	NG	game.- '&7倍率	NG_MISSING_KEY		
la	NG	game.- '&7倍率	NG_MISSING_KEY		
lzh	NG	game.- '&7倍率	NG_MISSING_KEY		
nl	NG	game.- '&7倍率	NG_MISSING_KEY		
ojp	NG	game.- '&7倍率	NG_MISSING_KEY		
pt	NG	game.- '&7倍率	NG_MISSING_KEY		
ru	NG	game.- '&7倍率	NG_MISSING_KEY		
sa	NG	game.- '&7倍率	NG_MISSING_KEY		
zh_tw	NG	game.- '&7倍率	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7倍率	NG_MISSING_KEY		
ja	NG	game.- '&7制限時間	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}秒'
en	NG	game.- '&7制限時間	NG_MISSING_KEY		
de	NG	game.- '&7制限時間	NG_MISSING_KEY		
it	NG	game.- '&7制限時間	NG_MISSING_KEY		
sv	NG	game.- '&7制限時間	NG_MISSING_KEY		
es	NG	game.- '&7制限時間	NG_MISSING_KEY		
fi	NG	game.- '&7制限時間	NG_MISSING_KEY		
fr	NG	game.- '&7制限時間	NG_MISSING_KEY		
hi	NG	game.- '&7制限時間	NG_MISSING_KEY		
is	NG	game.- '&7制限時間	NG_MISSING_KEY		
ko	NG	game.- '&7制限時間	NG_MISSING_KEY		
la	NG	game.- '&7制限時間	NG_MISSING_KEY		
lzh	NG	game.- '&7制限時間	NG_MISSING_KEY		
nl	NG	game.- '&7制限時間	NG_MISSING_KEY		
ojp	NG	game.- '&7制限時間	NG_MISSING_KEY		
pt	NG	game.- '&7制限時間	NG_MISSING_KEY		
ru	NG	game.- '&7制限時間	NG_MISSING_KEY		
sa	NG	game.- '&7制限時間	NG_MISSING_KEY		
zh_tw	NG	game.- '&7制限時間	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7制限時間	NG_MISSING_KEY		
ja	NG	game.- '&7咎	NG_MISSING_KEY		
en	NG	game.- '&7咎	NG_MISSING_KEY		
de	NG	game.- '&7咎	NG_MISSING_KEY		
it	NG	game.- '&7咎	NG_MISSING_KEY		
sv	NG	game.- '&7咎	NG_MISSING_KEY		
es	NG	game.- '&7咎	NG_MISSING_KEY		
fi	NG	game.- '&7咎	NG_MISSING_KEY		
fr	NG	game.- '&7咎	NG_MISSING_KEY		
hi	NG	game.- '&7咎	NG_MISSING_KEY		
is	NG	game.- '&7咎	NG_MISSING_KEY		
ko	NG	game.- '&7咎	NG_MISSING_KEY		
la	NG	game.- '&7咎	NG_MISSING_KEY		
lzh	NG	game.- '&7咎	NG_MISSING_KEY		
nl	NG	game.- '&7咎	NG_MISSING_KEY		
ojp	NG	game.- '&7咎	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{penalty}']		&f{penalty}'
pt	NG	game.- '&7咎	NG_MISSING_KEY		
ru	NG	game.- '&7咎	NG_MISSING_KEY		
sa	NG	game.- '&7咎	NG_MISSING_KEY		
zh_tw	NG	game.- '&7咎	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7咎	NG_MISSING_KEY		
ja	NG	game.- '&7最終スコア	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
en	NG	game.- '&7最終スコア	NG_MISSING_KEY		
de	NG	game.- '&7最終スコア	NG_MISSING_KEY		
it	NG	game.- '&7最終スコア	NG_MISSING_KEY		
sv	NG	game.- '&7最終スコア	NG_MISSING_KEY		
es	NG	game.- '&7最終スコア	NG_MISSING_KEY		
fi	NG	game.- '&7最終スコア	NG_MISSING_KEY		
fr	NG	game.- '&7最終スコア	NG_MISSING_KEY		
hi	NG	game.- '&7最終スコア	NG_MISSING_KEY		
is	NG	game.- '&7最終スコア	NG_MISSING_KEY		
ko	NG	game.- '&7最終スコア	NG_MISSING_KEY		
la	NG	game.- '&7最終スコア	NG_MISSING_KEY		
lzh	NG	game.- '&7最終スコア	NG_MISSING_KEY		
nl	NG	game.- '&7最終スコア	NG_MISSING_KEY		
ojp	NG	game.- '&7最終スコア	NG_MISSING_KEY		
pt	NG	game.- '&7最終スコア	NG_MISSING_KEY		
ru	NG	game.- '&7最終スコア	NG_MISSING_KEY		
sa	NG	game.- '&7最終スコア	NG_MISSING_KEY		
zh_tw	NG	game.- '&7最終スコア	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7最終スコア	NG_MISSING_KEY		
ja	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
en	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
de	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
it	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
sv	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
es	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
fi	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
fr	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
hi	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
is	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
ko	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
la	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
lzh	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
nl	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
ojp	NG	game.- '&7総宝の櫃数	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
pt	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
ru	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
sa	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
zh_tw	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7総宝の櫃数	NG_MISSING_KEY		
ja	NG	game.- '&7総宝箱数	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
en	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
de	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
it	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
sv	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
es	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
fi	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
fr	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
hi	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
is	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
ko	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
la	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
lzh	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
nl	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
ojp	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
pt	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
ru	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
sa	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
zh_tw	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7総宝箱数	NG_MISSING_KEY		
ja	NG	game.- '&7総得点	NG_MISSING_KEY		
en	NG	game.- '&7総得点	NG_MISSING_KEY		
de	NG	game.- '&7総得点	NG_MISSING_KEY		
it	NG	game.- '&7総得点	NG_MISSING_KEY		
sv	NG	game.- '&7総得点	NG_MISSING_KEY		
es	NG	game.- '&7総得点	NG_MISSING_KEY		
fi	NG	game.- '&7総得点	NG_MISSING_KEY		
fr	NG	game.- '&7総得点	NG_MISSING_KEY		
hi	NG	game.- '&7総得点	NG_MISSING_KEY		
is	NG	game.- '&7総得点	NG_MISSING_KEY		
ko	NG	game.- '&7総得点	NG_MISSING_KEY		
la	NG	game.- '&7総得点	NG_MISSING_KEY		
lzh	NG	game.- '&7総得点	NG_MISSING_KEY		
nl	NG	game.- '&7総得点	NG_MISSING_KEY		
ojp	NG	game.- '&7総得点	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
pt	NG	game.- '&7総得点	NG_MISSING_KEY		
ru	NG	game.- '&7総得点	NG_MISSING_KEY		
sa	NG	game.- '&7総得点	NG_MISSING_KEY		
zh_tw	NG	game.- '&7総得点	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7総得点	NG_MISSING_KEY		
ja	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
en	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
de	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
it	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
sv	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
es	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
fi	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
fr	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
hi	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
is	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
ko	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
la	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
lzh	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
nl	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
ojp	NG	game.- '&7財宝の櫃	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{treasureChests}']		&f{treasureChests}'
pt	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
ru	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
sa	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
zh_tw	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7財宝の櫃	NG_MISSING_KEY		
ja	NG	game.- '&7財宝宝箱	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{treasureChests}']		&f{treasureChests}'
en	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
de	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
it	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
sv	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
es	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
fi	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
fr	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
hi	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
is	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
ko	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
la	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
lzh	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
nl	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
ojp	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
pt	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
ru	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
sa	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
zh_tw	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7財宝宝箱	NG_MISSING_KEY		
ja	NG	game.- '&7限りの時	NG_MISSING_KEY		
en	NG	game.- '&7限りの時	NG_MISSING_KEY		
de	NG	game.- '&7限りの時	NG_MISSING_KEY		
it	NG	game.- '&7限りの時	NG_MISSING_KEY		
sv	NG	game.- '&7限りの時	NG_MISSING_KEY		
es	NG	game.- '&7限りの時	NG_MISSING_KEY		
fi	NG	game.- '&7限りの時	NG_MISSING_KEY		
fr	NG	game.- '&7限りの時	NG_MISSING_KEY		
hi	NG	game.- '&7限りの時	NG_MISSING_KEY		
is	NG	game.- '&7限りの時	NG_MISSING_KEY		
ko	NG	game.- '&7限りの時	NG_MISSING_KEY		
la	NG	game.- '&7限りの時	NG_MISSING_KEY		
lzh	NG	game.- '&7限りの時	NG_MISSING_KEY		
nl	NG	game.- '&7限りの時	NG_MISSING_KEY		
ojp	NG	game.- '&7限りの時	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}秒'
pt	NG	game.- '&7限りの時	NG_MISSING_KEY		
ru	NG	game.- '&7限りの時	NG_MISSING_KEY		
sa	NG	game.- '&7限りの時	NG_MISSING_KEY		
zh_tw	NG	game.- '&7限りの時	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7限りの時	NG_MISSING_KEY		
ja	NG	game.- '&7難きほど	NG_MISSING_KEY		
